transaction_id,timestamp,amount,currency,sender_acc,receiver_acc
53cd5059,2026-05-01 21:51,27201.25,EUR,ACC_2928,ACC_6558
6b9f4f9a,2026-05-01 21:51,10828.04,EUR,ACC_8016,ACC_4663
7a77a717,2026-05-01 21:51,8620.64,EUR,ACC_6028,ACC_4110
c523e60c,2026-05-01 21:51,35087.67,EUR,ACC_1005,ACC_6432
2b5be36f,2026-05-01 21:51,9856.59,RUB,ACC_7088,ACC_2153
df72b10f,2026-05-01 21:51,23011.94,USD,ACC_3495,ACC_3470
343743b2,2026-05-01 21:51,10737.57,USD,ACC_3198,ACC_3366
9e6ea5f9,2026-05-01 21:51,2538.89,USD,ACC_5076,ACC_4692
09f963a7,2026-05-01 21:51,27601.46,EUR,ACC_1269,ACC_5959
691bdc8e,2026-05-01 21:51,25562.95,EUR,ACC_4199,ACC_6778
55e5a132,2026-05-01 21:51,35857.40,USD,ACC_4160,ACC_8028
af6f5797,2026-05-01 21:51,5953.22,USD,ACC_1566,ACC_8189
a4c1d59d,2026-05-01 21:51,17164.01,USD,ACC_7778,ACC_1024
4a2b87d5,2026-05-01 21:51,42867.44,USD,ACC_3548,ACC_8580
2e8b2781,2026-05-01 21:51,6736.77,EUR,ACC_4217,ACC_5976
d1292c73,2026-05-01 21:51,26238.74,RUB,ACC_4909,ACC_6105
8b0c726b,2026-05-01 21:51,35414.88,EUR,ACC_3525,ACC_7844
8948fb98,2026-05-01 21:51,126.52,EUR,ACC_7744,ACC_9709
177cefd1,2026-05-01 21:51,10668.32,USD,ACC_9758,ACC_2112
cbc78880,2026-05-01 21:51,35290.84,USD,ACC_2992,ACC_1969
2431ab45,2026-05-01 21:51,29906.14,RUB,ACC_3266,ACC_3866
9ad0c526,2026-05-01 21:51,38314.45,RUB,ACC_6798,ACC_1118
4e311520,2026-05-01 21:51,48555.79,RUB,ACC_6279,ACC_9078
a6476aa7,2026-05-01 21:51,4628.16,EUR,ACC_6850,ACC_1003
39ccbe7a,2026-05-01 21:51,20082.70,USD,ACC_2569,ACC_7795
a58e20c3,2026-05-01 21:51,22637.22,RUB,ACC_9352,ACC_3581
34a69b31,2026-05-01 21:51,10029.96,RUB,ACC_9453,ACC_7648
b0ffd8f8,2026-05-01 21:51,13103.29,RUB,ACC_6175,ACC_6722
23ed77ec,2026-05-01 21:51,1079.71,RUB,ACC_1733,ACC_2413
d9063371,2026-05-01 21:51,47152.10,EUR,ACC_6729,ACC_1343
1434ccd0,2026-05-01 21:51,30140.33,USD,ACC_2633,ACC_5532
2c869bc9,2026-05-01 21:51,39025.75,RUB,ACC_8469,ACC_4348
2d6501d0,2026-05-01 21:51,20980.93,USD,ACC_1455,ACC_5541
2693c7cb,2026-05-01 21:51,12399.29,RUB,ACC_6375,ACC_1700
42eaaa93,2026-05-01 21:51,15117.45,USD,ACC_2175,ACC_4425
466d034e,2026-05-01 21:51,35423.94,EUR,ACC_3321,ACC_1072
964021ea,2026-05-01 21:51,17003.83,USD,ACC_5911,ACC_2393
73194aeb,2026-05-01 21:51,8580.09,RUB,ACC_5011,ACC_5038
2fdbddef,2026-05-01 21:51,47746.15,USD,ACC_1308,ACC_3767
bb740a15,2026-05-01 21:51,59.39,USD,ACC_6980,ACC_4409
de3498cb,2026-05-01 21:51,4412.61,USD,ACC_8057,ACC_8533
038fc9ca,2026-05-01 21:51,29272.70,USD,ACC_1219,ACC_3924
c065e818,2026-05-01 21:51,44673.24,USD,ACC_4345,ACC_9189
74e4e38f,2026-05-01 21:51,23023.69,RUB,ACC_9800,ACC_8147
c14e3ff2,2026-05-01 21:51,45288.04,USD,ACC_2447,ACC_1133
08fcb07b,2026-05-01 21:51,4299.43,EUR,ACC_3181,ACC_8455
d5056d8e,2026-05-01 21:51,27601.23,RUB,ACC_1196,ACC_8741
61d65493,2026-05-01 21:51,34030.41,EUR,ACC_3366,ACC_5519
6f828035,2026-05-01 21:51,21944.49,RUB,ACC_6230,ACC_4111
5e645599,2026-05-01 21:51,145.05,USD,ACC_7423,ACC_2249
d6bb7fd8,2026-05-01 21:51,33749.08,USD,ACC_8354,ACC_4205
a109543f,2026-05-01 21:51,5659.86,RUB,ACC_8734,ACC_4738
d321ccd2,2026-05-01 21:51,34145.78,USD,ACC_5566,ACC_5878
d7d130cd,2026-05-01 21:51,38242.13,EUR,ACC_9467,ACC_4169
90822a5a,2026-05-01 21:51,18677.50,USD,ACC_4829,ACC_8134
1c4dac85,2026-05-01 21:51,17103.10,USD,ACC_2797,ACC_3932
555a673e,2026-05-01 21:51,49744.60,EUR,ACC_7732,ACC_9870
4bd4572d,2026-05-01 21:51,20947.41,USD,ACC_1891,ACC_1530
dcebaf64,2026-05-01 21:51,23697.89,USD,ACC_2938,ACC_5515
962689a6,2026-05-01 21:51,16632.57,USD,ACC_8534,ACC_5119
a50be820,2026-05-01 21:51,31537.73,RUB,ACC_6346,ACC_3964
ade3c83e,2026-05-01 21:51,18784.87,USD,ACC_3480,ACC_7235
b9cb9cdb,2026-05-01 21:51,25564.80,RUB,ACC_8865,ACC_8170
ea6cd65a,2026-05-01 21:51,16122.00,EUR,ACC_7699,ACC_7317
8767a692,2026-05-01 21:51,29215.55,USD,ACC_9704,ACC_4199
1ef06f96,2026-05-01 21:51,37423.67,RUB,ACC_7680,ACC_5131
a886706d,2026-05-01 21:51,41271.53,RUB,ACC_8073,ACC_6391
36e408ff,2026-05-01 21:51,43275.39,USD,ACC_1000,ACC_8276
9cc7ef35,2026-05-01 21:51,21213.91,EUR,ACC_4106,ACC_6419
feab3224,2026-05-01 21:51,39327.27,USD,ACC_9127,ACC_3284
7eb14933,2026-05-01 21:51,33552.43,EUR,ACC_8745,ACC_4693
b5ff4002,2026-05-01 21:51,43884.83,RUB,ACC_8238,ACC_9922
5c62c667,2026-05-01 21:51,8488.44,RUB,ACC_5151,ACC_4036
1f353cfd,2026-05-01 21:51,36447.43,USD,ACC_3686,ACC_4820
bf400421,2026-05-01 21:51,30773.39,USD,ACC_6646,ACC_4454
40fe9abe,2026-05-01 21:51,16780.37,RUB,ACC_7408,ACC_6321
e9a571eb,2026-05-01 21:51,32627.47,EUR,ACC_9473,ACC_9905
db85578c,2026-05-01 21:51,44263.60,RUB,ACC_6371,ACC_5921
3b7989c9,2026-05-01 21:51,31818.87,RUB,ACC_4147,ACC_7919
e7ea3d10,2026-05-01 21:51,41737.56,RUB,ACC_5322,ACC_2636
250a06e9,2026-05-01 21:51,41936.09,EUR,ACC_7030,ACC_8889
6460bf8b,2026-05-01 21:51,40535.40,EUR,ACC_9020,ACC_7375
67d89808,2026-05-01 21:51,38862.12,RUB,ACC_2124,ACC_5629
d8b874e1,2026-05-01 21:51,48248.68,EUR,ACC_9042,ACC_3909
247a46a3,2026-05-01 21:51,12886.73,EUR,ACC_2801,ACC_7270
318cd541,2026-05-01 21:51,14184.46,RUB,ACC_9584,ACC_2788
7057a251,2026-05-01 21:51,48052.34,RUB,ACC_6061,ACC_2932
892b77f9,2026-05-01 21:51,14906.10,RUB,ACC_1383,ACC_2141
e1a4ab7b,2026-05-01 21:51,24082.43,USD,ACC_1235,ACC_7062
aba90b10,2026-05-01 21:51,34986.50,RUB,ACC_2943,ACC_3553
30cdcf65,2026-05-01 21:51,11973.03,EUR,ACC_3764,ACC_8319
8fc1f611,2026-05-01 21:51,44260.54,EUR,ACC_3684,ACC_8222
9ae2470b,2026-05-01 21:51,43787.09,USD,ACC_7432,ACC_3048
b101b271,2026-05-01 21:51,21033.01,EUR,ACC_7873,ACC_6798
9770cba2,2026-05-01 21:51,49197.02,EUR,ACC_8565,ACC_4111
9f9d7e97,2026-05-01 21:51,45.13,RUB,ACC_1408,ACC_5322
12c2bd9c,2026-05-01 21:51,28757.09,RUB,ACC_8262,ACC_2905
a3b6e175,2026-05-01 21:51,3514.86,EUR,ACC_4094,ACC_6918
069eb1e5,2026-05-01 21:51,1606.21,USD,ACC_9441,ACC_9079
a0c6460e,2026-05-01 21:51,24878.66,RUB,ACC_6397,ACC_2802
46775fee,2026-05-01 21:51,14.81,USD,ACC_7172,ACC_3600
d235a658,2026-05-01 21:51,45816.74,RUB,ACC_4378,ACC_7176
b21279e8,2026-05-01 21:51,1874.87,EUR,ACC_5900,ACC_4456
b2254847,2026-05-01 21:51,146.24,RUB,ACC_8270,ACC_6243
47cefb62,2026-05-01 21:51,14263.78,USD,ACC_4572,ACC_4206
fadab8fb,2026-05-01 21:51,6451.22,EUR,ACC_6356,ACC_4063
5cb87b95,2026-05-01 21:51,7316.87,EUR,ACC_3327,ACC_3297
9dbe7568,2026-05-01 21:51,35753.50,EUR,ACC_5524,ACC_4934
6d80d0b9,2026-05-01 21:51,43087.15,EUR,ACC_8219,ACC_7929
db576ccb,2026-05-01 21:51,1054.95,RUB,ACC_4478,ACC_5339
2a8697f0,2026-05-01 21:51,36525.41,RUB,ACC_4627,ACC_8513
8150f9a0,2026-05-01 21:51,46553.02,EUR,ACC_7676,ACC_5442
745a4d47,2026-05-01 21:51,44390.82,EUR,ACC_7101,ACC_9784
1df46619,2026-05-01 21:51,8238.48,USD,ACC_7890,ACC_2761
1bc8f0ab,2026-05-01 21:51,8863.71,USD,ACC_6148,ACC_5751
2ba6775f,2026-05-01 21:51,34383.94,USD,ACC_4838,ACC_4073
7f39a6b5,2026-05-01 21:51,49020.99,EUR,ACC_1971,ACC_2597
f01d6345,2026-05-01 21:51,28605.60,RUB,ACC_7779,ACC_8647
ad90069d,2026-05-01 21:51,27244.07,RUB,ACC_4608,ACC_9665
a3b05533,2026-05-01 21:51,40652.48,USD,ACC_6831,ACC_6044
e7910f19,2026-05-01 21:51,10224.60,RUB,ACC_2057,ACC_8778
775fc9f2,2026-05-01 21:51,36265.47,USD,ACC_6473,ACC_3274
137d9a81,2026-05-01 21:51,33171.24,RUB,ACC_8681,ACC_1247
27f41b5f,2026-05-01 21:51,14829.76,USD,ACC_2944,ACC_4075
1d9b5a6b,2026-05-01 21:51,38024.87,RUB,ACC_9338,ACC_6198
ecc5b407,2026-05-01 21:51,27250.42,USD,ACC_3039,ACC_1776
a2bef577,2026-05-01 21:51,24908.43,EUR,ACC_8503,ACC_8403
a316ac6e,2026-05-01 21:51,37962.13,USD,ACC_5470,ACC_7079
302451ce,2026-05-01 21:51,11471.80,USD,ACC_2881,ACC_8077
1bc33f68,2026-05-01 21:51,48240.78,RUB,ACC_7765,ACC_8291
cc9746a1,2026-05-01 21:51,13904.60,EUR,ACC_5762,ACC_2466
a888f142,2026-05-01 21:51,19730.73,RUB,ACC_6861,ACC_7669
d2e9d744,2026-05-01 21:51,46817.17,USD,ACC_8245,ACC_3395
cd21b5cd,2026-05-01 21:51,36372.75,EUR,ACC_3484,ACC_6319
f3b353fb,2026-05-01 21:51,40798.04,USD,ACC_7161,ACC_1364
82232181,2026-05-01 21:51,1429.91,USD,ACC_9222,ACC_5370
2d4871ba,2026-05-01 21:51,31914.99,RUB,ACC_3175,ACC_1155
a176dc4f,2026-05-01 21:51,3815.73,USD,ACC_8353,ACC_3554
1c6a6810,2026-05-01 21:51,24651.17,USD,ACC_9088,ACC_3844
f53d11f4,2026-05-01 21:51,264.55,USD,ACC_2672,ACC_8563
47e1372a,2026-05-01 21:51,36520.08,EUR,ACC_1513,ACC_6326
0805f924,2026-05-01 21:51,24684.88,RUB,ACC_8192,ACC_6378
0a46b7e8,2026-05-01 21:51,991.55,EUR,ACC_1638,ACC_3747
bc339dec,2026-05-01 21:51,19415.95,EUR,ACC_9726,ACC_7686
5c10b01f,2026-05-01 21:51,36229.08,USD,ACC_5422,ACC_3514
a75a8eb8,2026-05-01 21:51,4704.62,USD,ACC_6686,ACC_6329
9254add0,2026-05-01 21:51,18359.87,EUR,ACC_5733,ACC_4010
c3532893,2026-05-01 21:51,43192.57,USD,ACC_2398,ACC_8876
24e79e53,2026-05-01 21:51,20057.71,EUR,ACC_4127,ACC_4558
b2e3e311,2026-05-01 21:51,12902.70,EUR,ACC_3894,ACC_1957
cb39419e,2026-05-01 21:51,3486.40,EUR,ACC_3707,ACC_9286
e6645abf,2026-05-01 21:51,22372.24,RUB,ACC_2681,ACC_2319
02ad2b70,2026-05-01 21:51,16246.18,RUB,ACC_8850,ACC_1203
e99fa7ff,2026-05-01 21:51,13624.13,USD,ACC_9094,ACC_1516
ccd40da0,2026-05-01 21:51,17448.02,RUB,ACC_2313,ACC_3064
255d687d,2026-05-01 21:51,49267.37,USD,ACC_6206,ACC_7134
a106f89c,2026-05-01 21:51,16601.93,EUR,ACC_1285,ACC_8614
af18eb6c,2026-05-01 21:51,44157.69,EUR,ACC_5215,ACC_1927
75abb47e,2026-05-01 21:51,8216.68,EUR,ACC_7288,ACC_7312
4c84ddd7,2026-05-01 21:51,40021.23,USD,ACC_6427,ACC_3077
d546b614,2026-05-01 21:51,14362.67,RUB,ACC_2164,ACC_5584
c8ff37fa,2026-05-01 21:51,7444.10,EUR,ACC_9623,ACC_5493
fa3b7913,2026-05-01 21:51,32555.96,RUB,ACC_1726,ACC_4852
a6134899,2026-05-01 21:51,39945.70,RUB,ACC_5036,ACC_4042
48646abe,2026-05-01 21:51,37446.10,USD,ACC_4813,ACC_7417
9e00428a,2026-05-01 21:51,16495.01,EUR,ACC_3200,ACC_7871
da4cca13,2026-05-01 21:51,16799.50,RUB,ACC_4131,ACC_9845
5615e42a,2026-05-01 21:51,39032.99,USD,ACC_9793,ACC_8625
984bd56e,2026-05-01 21:51,32384.45,RUB,ACC_6725,ACC_8190
70f45ba2,2026-05-01 21:51,34359.57,USD,ACC_8000,ACC_3309
d4d49080,2026-05-01 21:51,18439.96,USD,ACC_9090,ACC_5677
f93085aa,2026-05-01 21:51,40754.74,RUB,ACC_1792,ACC_4165
74bec34f,2026-05-01 21:51,2859.72,USD,ACC_3982,ACC_7305
93f90224,2026-05-01 21:51,48670.93,USD,ACC_9096,ACC_3247
d1fcec86,2026-05-01 21:51,49658.94,EUR,ACC_3110,ACC_6352
e4ecc492,2026-05-01 21:51,44301.88,RUB,ACC_3406,ACC_8192
08b20363,2026-05-01 21:51,26657.56,RUB,ACC_4615,ACC_4458
038c1e38,2026-05-01 21:51,11885.88,USD,ACC_8802,ACC_7605
17d2c94e,2026-05-01 21:51,38686.10,USD,ACC_8995,ACC_5836
3aaecb66,2026-05-01 21:51,16335.92,EUR,ACC_9112,ACC_5986
cea0e86a,2026-05-01 21:51,39034.82,USD,ACC_5451,ACC_3777
6f162321,2026-05-01 21:51,28143.61,EUR,ACC_9902,ACC_8684
b860a9c7,2026-05-01 21:51,10821.99,EUR,ACC_4427,ACC_3402
58286cfd,2026-05-01 21:51,819.37,USD,ACC_9795,ACC_2173
1b6807b3,2026-05-01 21:51,36834.29,USD,ACC_7889,ACC_7741
467dce2a,2026-05-01 21:51,9392.27,USD,ACC_2871,ACC_6771
858946a6,2026-05-01 21:51,37867.76,RUB,ACC_5903,ACC_8788
dfd914c0,2026-05-01 21:51,7995.30,EUR,ACC_6123,ACC_9993
bcb9c83d,2026-05-01 21:51,32185.58,RUB,ACC_8624,ACC_9528
b286a49d,2026-05-01 21:51,42506.35,RUB,ACC_7878,ACC_1592
ee80d053,2026-05-01 21:51,39349.81,EUR,ACC_1236,ACC_8124
24bfe0a8,2026-05-01 21:51,11567.95,RUB,ACC_3919,ACC_7965
1f657a5e,2026-05-01 21:51,17361.39,RUB,ACC_6549,ACC_6624
71afcba0,2026-05-01 21:51,23822.23,RUB,ACC_7910,ACC_6800
2950c753,2026-05-01 21:51,8963.92,USD,ACC_3383,ACC_9933
7117d930,2026-05-01 21:51,47170.06,EUR,ACC_7023,ACC_5837
8f8498c5,2026-05-01 21:51,28478.73,EUR,ACC_5828,ACC_9887
65002f35,2026-05-01 21:51,38943.40,RUB,ACC_1601,ACC_4069
40c4457c,2026-05-01 21:51,9476.16,USD,ACC_8232,ACC_7561
b69b7ebd,2026-05-01 21:51,38090.75,USD,ACC_4102,ACC_7825
285f680e,2026-05-01 21:51,35564.99,USD,ACC_5875,ACC_4682
23269963,2026-05-01 21:51,29682.10,USD,ACC_4448,ACC_4961
15236176,2026-05-01 21:51,3628.25,EUR,ACC_8586,ACC_5206
57ced3d9,2026-05-01 21:51,7572.88,USD,ACC_4956,ACC_8049
e9e3f524,2026-05-01 21:51,32951.21,USD,ACC_4073,ACC_6268
4557163b,2026-05-01 21:51,7378.42,RUB,ACC_5020,ACC_5107
837c4ac4,2026-05-01 21:51,34256.34,RUB,ACC_5487,ACC_9700
374174f2,2026-05-01 21:51,20178.38,USD,ACC_1369,ACC_7727
595b8fb4,2026-05-01 21:51,36639.15,USD,ACC_3646,ACC_2018
12d7fcde,2026-05-01 21:51,38715.28,USD,ACC_3485,ACC_4361
0007e1ba,2026-05-01 21:51,12596.48,RUB,ACC_8023,ACC_1231
f79dce19,2026-05-01 21:51,3639.17,RUB,ACC_8350,ACC_5357
67090520,2026-05-01 21:51,33397.74,USD,ACC_9452,ACC_7852
e1827e58,2026-05-01 21:51,12689.31,RUB,ACC_4070,ACC_8290
e1e50c07,2026-05-01 21:51,671.77,RUB,ACC_5323,ACC_1184
2e15fe2b,2026-05-01 21:51,6519.23,USD,ACC_7715,ACC_1267
da4076dc,2026-05-01 21:51,10955.08,USD,ACC_1978,ACC_2459
b904cc8d,2026-05-01 21:51,45358.55,USD,ACC_5365,ACC_5926
f37b8cd4,2026-05-01 21:51,49346.81,USD,ACC_6103,ACC_7694
7997f270,2026-05-01 21:51,40427.86,RUB,ACC_6256,ACC_2808
9e78b60d,2026-05-01 21:51,47273.16,EUR,ACC_1606,ACC_6247
ac8b1313,2026-05-01 21:51,24708.50,RUB,ACC_6618,ACC_1242
78904bf4,2026-05-01 21:51,24189.09,RUB,ACC_4419,ACC_5760
c0ab0d36,2026-05-01 21:51,31219.62,EUR,ACC_2352,ACC_8819
e3716a2c,2026-05-01 21:51,28375.96,USD,ACC_3574,ACC_4405
315008d4,2026-05-01 21:51,34088.28,USD,ACC_7089,ACC_2061
66bc22a9,2026-05-01 21:51,22992.54,RUB,ACC_7218,ACC_7462
11d3da21,2026-05-01 21:51,13044.12,RUB,ACC_1844,ACC_7076
7d667f6a,2026-05-01 21:51,27189.71,EUR,ACC_7571,ACC_7864
90902630,2026-05-01 21:51,10578.49,USD,ACC_3148,ACC_1343
42e61ff8,2026-05-01 21:51,17397.14,EUR,ACC_1770,ACC_6480
578b95ea,2026-05-01 21:51,40196.80,USD,ACC_1507,ACC_9060
affadbb1,2026-05-01 21:51,47417.57,USD,ACC_3539,ACC_6327
8427dca7,2026-05-01 21:51,35734.82,RUB,ACC_6383,ACC_2687
393f8e34,2026-05-01 21:51,43959.35,USD,ACC_6246,ACC_7130
a8965c60,2026-05-01 21:51,49685.55,EUR,ACC_9083,ACC_9916
ca662806,2026-05-01 21:51,24079.15,EUR,ACC_9996,ACC_6909
8b8ab18d,2026-05-01 21:51,17333.25,RUB,ACC_1717,ACC_6849
e741df11,2026-05-01 21:51,28011.11,RUB,ACC_4228,ACC_8068
d75a104f,2026-05-01 21:51,22831.82,USD,ACC_4661,ACC_5538
9e373782,2026-05-01 21:51,43815.02,EUR,ACC_6035,ACC_9980
61d8d60f,2026-05-01 21:51,20118.01,RUB,ACC_7024,ACC_9842
0b3429c6,2026-05-01 21:51,5550.13,EUR,ACC_2664,ACC_5285
cd08e789,2026-05-01 21:51,24426.07,USD,ACC_6512,ACC_3465
236c2255,2026-05-01 21:51,11038.68,EUR,ACC_6635,ACC_9761
e6309fa9,2026-05-01 21:51,16687.41,EUR,ACC_7225,ACC_8593
f36a7bfe,2026-05-01 21:51,27612.63,USD,ACC_5864,ACC_9446
ffe0de90,2026-05-01 21:51,49464.07,RUB,ACC_2218,ACC_4573
b2009538,2026-05-01 21:51,13235.88,EUR,ACC_1606,ACC_3506
662c97ca,2026-05-01 21:51,19306.29,EUR,ACC_4961,ACC_1858
68ad3e62,2026-05-01 21:51,49026.20,RUB,ACC_4835,ACC_1820
bb553650,2026-05-01 21:51,25771.74,EUR,ACC_9529,ACC_2647
231e2cc4,2026-05-01 21:51,33010.90,RUB,ACC_4803,ACC_5899
ba3710c9,2026-05-01 21:51,34525.08,EUR,ACC_7748,ACC_2930
88dd58ee,2026-05-01 21:51,6952.53,EUR,ACC_7779,ACC_3283
0547130b,2026-05-01 21:51,32084.20,RUB,ACC_4002,ACC_8219
f4c1c0b3,2026-05-01 21:51,4776.87,RUB,ACC_3144,ACC_1849
f5283aa8,2026-05-01 21:51,23612.02,RUB,ACC_4470,ACC_2957
44344b65,2026-05-01 21:51,8498.95,USD,ACC_8578,ACC_4430
bf3b1cb2,2026-05-01 21:51,36617.08,RUB,ACC_1261,ACC_6476
a961b57c,2026-05-01 21:51,13607.11,EUR,ACC_2181,ACC_4383
4cb762c2,2026-05-01 21:51,28783.63,RUB,ACC_6427,ACC_2479
5744bc4d,2026-05-01 21:51,29987.53,USD,ACC_8338,ACC_7706
4286cf4d,2026-05-01 21:51,46085.62,USD,ACC_3151,ACC_4090
6c0189a7,2026-05-01 21:51,42224.44,USD,ACC_8203,ACC_9224
e18c77d4,2026-05-01 21:51,6411.63,USD,ACC_3097,ACC_8493
95cb178c,2026-05-01 21:51,28149.94,EUR,ACC_3183,ACC_7341
a0e45b78,2026-05-01 21:51,10334.24,RUB,ACC_6781,ACC_6539
d4a97000,2026-05-01 21:51,9677.52,USD,ACC_7581,ACC_1407
28923424,2026-05-01 21:51,14791.79,RUB,ACC_3813,ACC_4517
773caf68,2026-05-01 21:51,28330.56,EUR,ACC_7474,ACC_3549
b8e866a6,2026-05-01 21:51,24640.84,USD,ACC_7167,ACC_9420
40f84d8b,2026-05-01 21:51,37366.73,EUR,ACC_9606,ACC_7758
22645a52,2026-05-01 21:51,44001.18,RUB,ACC_2983,ACC_4461
86780a4d,2026-05-01 21:51,9550.89,USD,ACC_3973,ACC_7707
86ffc5a5,2026-05-01 21:51,28234.24,RUB,ACC_5831,ACC_5772
b7eadd46,2026-05-01 21:51,234.32,RUB,ACC_1755,ACC_2531
267b8744,2026-05-01 21:51,32050.96,RUB,ACC_6805,ACC_6530
67f4e21f,2026-05-01 21:51,46730.18,EUR,ACC_5389,ACC_9758
5a27a51a,2026-05-01 21:51,41619.25,USD,ACC_7924,ACC_2557
912e0a54,2026-05-01 21:51,6287.01,RUB,ACC_8954,ACC_4632
4c801735,2026-05-01 21:51,15837.23,EUR,ACC_1412,ACC_6141
e1e3046a,2026-05-01 21:51,33318.77,USD,ACC_7282,ACC_3785
4d904fda,2026-05-01 21:51,3992.89,USD,ACC_7738,ACC_1816
e7e567d2,2026-05-01 21:51,46975.93,RUB,ACC_8935,ACC_3257
81bbaefc,2026-05-01 21:51,42227.95,RUB,ACC_7119,ACC_7208
90142661,2026-05-01 21:51,18883.44,USD,ACC_2178,ACC_1069
7e2e6f01,2026-05-01 21:51,12832.15,RUB,ACC_3040,ACC_4280
358eb669,2026-05-01 21:51,6350.80,RUB,ACC_9649,ACC_3982
e97795e2,2026-05-01 21:51,40029.01,RUB,ACC_3151,ACC_4204
0c4b9026,2026-05-01 21:51,16501.83,RUB,ACC_8788,ACC_8736
7cd99b28,2026-05-01 21:51,20758.18,RUB,ACC_4941,ACC_6210
9a13a28b,2026-05-01 21:51,401.64,RUB,ACC_9880,ACC_5409
0f6edf5c,2026-05-01 21:51,17502.21,USD,ACC_6295,ACC_8134
c56d663c,2026-05-01 21:51,40714.69,USD,ACC_4902,ACC_1826
ae038601,2026-05-01 21:51,32128.86,EUR,ACC_9216,ACC_1053
0af90117,2026-05-01 21:51,12684.25,RUB,ACC_3385,ACC_2699
f74eb7e4,2026-05-01 21:51,27898.50,USD,ACC_2246,ACC_4662
905178f0,2026-05-01 21:51,22466.72,USD,ACC_4247,ACC_6037
28684f6d,2026-05-01 21:51,44892.97,USD,ACC_8109,ACC_8576
383021d6,2026-05-01 21:51,1937.53,RUB,ACC_8563,ACC_3138
f2d48947,2026-05-01 21:51,27781.19,RUB,ACC_4439,ACC_3659
e8ce1616,2026-05-01 21:51,22465.30,USD,ACC_9058,ACC_1818
653e2f88,2026-05-01 21:51,15228.68,EUR,ACC_1987,ACC_5249
dc6f3b77,2026-05-01 21:51,19167.27,USD,ACC_8622,ACC_5479
872ac3af,2026-05-01 21:51,36028.60,EUR,ACC_8367,ACC_9625
9e545765,2026-05-01 21:51,38186.11,EUR,ACC_6440,ACC_1945
afc69b3e,2026-05-01 21:51,35133.99,EUR,ACC_6034,ACC_3056
58727b5a,2026-05-01 21:51,34471.91,EUR,ACC_6899,ACC_1393
489cc32f,2026-05-01 21:51,23569.86,USD,ACC_9036,ACC_1127
9de145b6,2026-05-01 21:51,10640.18,EUR,ACC_3850,ACC_5496
ecfcf162,2026-05-01 21:51,38266.43,EUR,ACC_2695,ACC_8828
ee4f1337,2026-05-01 21:51,27169.62,EUR,ACC_6957,ACC_3778
ef8aea12,2026-05-01 21:51,4292.10,RUB,ACC_7910,ACC_3571
fece52aa,2026-05-01 21:51,319.18,EUR,ACC_5017,ACC_8467
8c11007e,2026-05-01 21:51,28393.99,USD,ACC_6992,ACC_9441
44c088d6,2026-05-01 21:51,3447.89,EUR,ACC_1916,ACC_5778
f244992a,2026-05-01 21:51,18566.46,USD,ACC_6933,ACC_6142
969aab1f,2026-05-01 21:51,39040.72,EUR,ACC_2539,ACC_6610
3a4515ec,2026-05-01 21:51,43254.69,RUB,ACC_2781,ACC_2782
8aaef349,2026-05-01 21:51,43093.48,RUB,ACC_1246,ACC_1477
6c3e8c9e,2026-05-01 21:51,25005.57,USD,ACC_4814,ACC_1076
93ed55ff,2026-05-01 21:51,8854.41,USD,ACC_6738,ACC_2151
62053485,2026-05-01 21:51,11505.27,USD,ACC_6452,ACC_3860
fc5d7028,2026-05-01 21:51,42129.62,USD,ACC_9475,ACC_1022
262a9224,2026-05-01 21:51,48491.66,RUB,ACC_5927,ACC_9708
b5b8116c,2026-05-01 21:51,29384.34,EUR,ACC_6212,ACC_7311
13135667,2026-05-01 21:51,2584.35,EUR,ACC_6664,ACC_5959
db4ced07,2026-05-01 21:51,47193.96,USD,ACC_6444,ACC_2571
05a6702c,2026-05-01 21:51,15756.16,EUR,ACC_9216,ACC_5430
8753bd17,2026-05-01 21:51,25273.79,USD,ACC_1044,ACC_7444
d9e6927c,2026-05-01 21:51,47650.24,EUR,ACC_5826,ACC_1327
87053940,2026-05-01 21:51,19715.27,USD,ACC_5056,ACC_2348
9b227dcd,2026-05-01 21:51,21792.39,USD,ACC_8301,ACC_2033
7286ad8d,2026-05-01 21:51,22091.64,EUR,ACC_8369,ACC_3678
440fc900,2026-05-01 21:51,40386.22,USD,ACC_2525,ACC_3575
15d3d92e,2026-05-01 21:51,26038.79,USD,ACC_7801,ACC_6139
efaba159,2026-05-01 21:51,46776.49,EUR,ACC_5611,ACC_7431
47d2579a,2026-05-01 21:51,5207.54,RUB,ACC_9825,ACC_4178
01db2e45,2026-05-01 21:51,42040.32,EUR,ACC_8957,ACC_7042
c296dc91,2026-05-01 21:51,47970.43,EUR,ACC_1836,ACC_5410
4756ebf1,2026-05-01 21:51,33378.34,RUB,ACC_4039,ACC_3825
8e76c492,2026-05-01 21:51,39709.64,RUB,ACC_4058,ACC_3636
f6ce9af0,2026-05-01 21:51,29005.08,USD,ACC_8172,ACC_8240
0bd48389,2026-05-01 21:51,39387.56,USD,ACC_2656,ACC_5886
415fc896,2026-05-01 21:51,16437.16,EUR,ACC_4502,ACC_7756
51864a05,2026-05-01 21:51,43736.50,RUB,ACC_8774,ACC_7468
96062ca8,2026-05-01 21:51,48438.65,RUB,ACC_8507,ACC_7955
48fb19fc,2026-05-01 21:51,41105.70,RUB,ACC_6821,ACC_2622
